time,open,high,low,close,"US05Y, TVC: Open","US05Y, TVC: High","US05Y, TVC: Low","US05Y, TVC: Close","US10Y, TVC: Open","US10Y, TVC: High","US10Y, TVC: Low","US10Y, TVC: Close","US30Y, TVC: Open","US30Y, TVC: High","US30Y, TVC: Low","US30Y, TVC: Close",Volume,Volume MA,SMA1,SMA2,SMA3,SMA4
1511793000,109.52,113.5,109.46,112.77,2.072,2.1719,2.0322,2.1144,2.345,2.4365,2.3077,2.366,2.764,2.8695,2.7199,2.7646,NaN,NaN,109.5400000000001,105.45200000000001,98.80950000000004,94.64794999999987
1512397800,113.68,114.27,112.26,113.37,2.1611,2.1754,2.0987,2.1382,2.4098,2.4138,2.31,2.376,2.8052,2.8053,2.6933,2.7688,NaN,NaN,110.08600000000008,105.67300000000002,99.10950000000004,94.80274999999988
1513002600,113.41,114.385,113.13,114.03,2.1483,2.2004,2.0999,2.1571,2.3868,2.4263,2.3377,2.3574,2.7719,2.8085,2.6765,2.6881,NaN,NaN,110.57200000000007,105.926,99.43360000000004,94.95149999999987
1513607400,114.66,115.11,113.66,114.36,2.1673,2.2575,2.1463,2.249,2.3646,2.5035,2.3574,2.4837,2.6957,2.8849,2.6904,2.8328,NaN,NaN,111.12300000000008,106.1604,99.75500000000005,95.10294999999988
1514298600,114.33,114.89,114.15,114.24,2.2559,2.2653,2.19,2.208,2.4929,2.4983,2.4027,2.4099,2.8183,2.8545,2.7365,2.743,NaN,NaN,111.54500000000007,106.40159999999997,100.05590000000005,95.24844999999988
1514903400,114.57,116.36,114.3,116.27,2.2097,2.3003,2.2056,2.2852,2.4118,2.4854,2.4028,2.4772,2.7395,2.8273,2.738,2.8078,NaN,NaN,112.21200000000007,106.693,100.39060000000006,95.3984999999999
1515421800,116.26,118.39,116,118.32,2.2886,2.382,2.271,2.355,2.4827,2.5986,2.4591,2.5553,2.8101,2.9466,2.7884,2.8515,NaN,NaN,113.09400000000008,107.00959999999999,100.75490000000008,95.56594999999989
1516113000,118.79,118.97,117.49,118.83,2.3551,2.4542,2.3213,2.4491,2.5508,2.6629,2.5201,2.6611,2.8534,2.9364,2.8068,2.9299,NaN,NaN,114.08400000000006,107.33019999999999,101.10250000000008,95.7289499999999
1516631400,118.74,121.12,118.74,121.11,2.4629,2.4836,2.4009,2.4702,2.6584,2.6768,2.6057,2.6651,2.9343,2.9553,2.8755,2.9154,NaN,NaN,115.29300000000005,107.68239999999997,101.46040000000008,95.9034499999999
1517236200,120.84,121.07,116.16,116.2,2.4769,2.6222,2.4602,2.585,2.6656,2.8544,2.648,2.8411,2.9126,3.0989,2.9018,3.0881,NaN,NaN,115.95000000000005,107.90259999999998,101.7402000000001,96.0495999999999
1517841000,115.23,116,106.79,110.11,2.5935,2.6121,2.3758,2.5433,2.8479,2.885,2.6608,2.8575,3.0991,3.1709,2.9772,3.1579,NaN,NaN,115.68400000000004,107.98599999999999,101.9476000000001,96.17519999999989
1518445800,110.93,115.0399,110.16,114.15,2.5451,2.6873,2.519,2.6308,2.8494,2.9447,2.8036,2.8786,3.1596,3.1905,3.0889,3.1332,NaN,NaN,115.76200000000003,108.13479999999998,102.18170000000009,96.31014999999991
1519137000,113.63,114.12,112.08,114.08,2.6549,2.6961,2.6015,2.62,2.8896,2.9574,2.8587,2.8669,3.1349,3.2333,3.1303,3.1567,NaN,NaN,115.76700000000002,108.29919999999998,102.4311000000001,96.44509999999991
1519655400,114.6,115.8359,109.98,111.43,2.63,2.6905,2.5586,2.6283,2.8769,2.9241,2.7893,2.8625,3.1633,3.2,3.0715,3.1382,NaN,NaN,115.47400000000005,108.41359999999999,102.64270000000009,96.56414999999991
